City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,tyukalinsk,55.8732,72.1967,7.57,69,96,4.23,RU,1717175879
278,broome,42.2506,-75.833,21.5,50,20,4.12,US,1717175879
279,dzhangala,49.2167,50.3333,27.53,17,64,4.84,KZ,1717175879
280,huntington,38.4193,-82.4452,23.69,35,0,3.58,US,1717175852
281,jayapura,-2.5333,140.7,24.66,95,56,1.79,ID,1717175879
282,nizhnyaya omka,55.4338,74.9426,6.96,60,77,3.56,RU,1717175879
283,luderitz,-26.6481,15.1594,13.54,66,0,7.32,NA,1717175880
284,viqueque,-8.8673,126.3658,24.32,95,53,0.69,TL,1717175880
285,colonia,50.9333,6.95,20.66,61,40,5.66,DE,1717175626
286,batamshinskiy,50.5594,58.2747,18.56,63,46,3.01,KZ,1717175880
287,canutama,-6.5339,-64.3831,32.86,41,7,1.64,BR,1717175880
288,aydincik,36.1437,33.3202,22.18,85,1,6.49,TR,1717175880
289,crane,31.3974,-102.3501,28.45,58,65,6.63,US,1717175880
290,west island,-12.1568,96.8225,26.99,89,75,3.6,CC,1717175880
291,klyuchi,52.2667,79.1667,9.01,57,73,1.83,RU,1717175881
292,deqen,29.9618,90.7188,13.39,48,43,0.79,CN,1717175881
293,bo phloi,14.3236,99.5161,27.41,77,100,1.84,TH,1717175881
294,lyndon,38.2567,-85.6016,24.49,43,0,6.17,US,1717175881
295,tazacorte,28.629,-17.9293,22.54,79,20,6.69,ES,1717175881
296,montevideo,-34.8335,-56.1674,16.84,88,75,5.66,UY,1717175063
297,ribeira brava,32.65,-17.0667,25.0,75,3,1.45,PT,1717175881
298,kampung pasir gudang baru,1.4726,103.878,29.06,85,75,2.06,MY,1717175882
299,askoy,60.4092,5.226,18.86,82,40,7.2,NO,1717175882
300,takoradi,4.8845,-1.7554,27.72,81,100,3.98,GH,1717175680
301,haiku-pauwela,20.9219,-156.3051,22.8,87,40,6.69,US,1717175882
302,iskateley,67.6803,53.1512,1.12,98,34,2.68,RU,1717175882
303,prince rupert,54.3161,-130.3201,11.05,87,100,9.26,CA,1717175883
304,alaghsas,17.0187,8.0168,39.94,24,60,6.17,NE,1717175883
305,gannan,47.9147,123.5031,16.27,43,100,4.98,CN,1717175883
306,chilliwack,49.1747,-121.9443,17.23,69,59,2.06,CA,1717175883
307,waingapu,-9.6567,120.2641,25.85,86,56,2.93,ID,1717175693
308,nantucket,41.2835,-70.0995,23.08,64,0,4.63,US,1717175884
309,siocon,7.7061,122.1353,27.62,84,100,1.23,PH,1717175884
310,vargashi,55.3556,65.8467,10.06,69,88,3.09,RU,1717175884
311,mili,6.0815,171.735,27.78,79,97,4.63,MH,1717175884
312,conde,-7.2597,-34.9075,28.7,70,40,5.66,BR,1717175884
313,kapuskasing,49.4169,-82.4331,25.0,33,20,6.69,CA,1717175822
314,cloverdale,38.8055,-123.0172,31.17,43,0,0.45,US,1717175884
315,selfoss,63.9331,-20.9971,10.02,94,100,7.88,IS,1717175884
316,urangan,-25.3,152.9,19.0,92,100,2.68,AU,1717175885
317,muravlenko,63.7898,74.523,-1.96,89,93,2.62,RU,1717175885
318,luanda,-8.8368,13.2343,24.34,76,99,5.52,AO,1717175849
319,nar'yan-mar,67.6713,53.087,1.17,98,28,2.68,RU,1717175885
320,kingston,17.997,-76.7936,33.42,74,20,7.2,JM,1717175431
321,san juan de miraflores,-12.1629,-76.9635,21.04,81,30,3.69,PE,1717175885
322,torreon,25.55,-103.4333,34.97,8,0,1.34,MX,1717175776
323,jieshi,22.8134,115.8257,26.5,90,97,3.82,CN,1717175885
324,tahe,52.3333,124.7333,11.53,54,27,1.36,CN,1717175886
325,bodo,67.28,14.405,12.02,82,75,2.57,NO,1717175886
326,atherton,53.5237,-2.4935,17.81,67,94,0.89,GB,1717175886
327,touros,-5.1989,-35.4608,27.97,71,99,6.4,BR,1717175886
328,ballycastle,55.2044,-6.243,14.01,82,62,5.5,GB,1717175886
329,duluth,46.7833,-92.1066,21.86,65,100,6.17,US,1717175674
330,constantia,44.1833,28.65,23.38,77,20,6.28,RO,1717175886
331,vilcun,-38.65,-72.2333,10.41,85,100,4.49,CL,1717175786
332,sassandra,4.95,-6.0833,26.93,85,100,3.38,CI,1717175887
333,sitangkai,4.6628,119.3928,28.51,81,100,2.19,PH,1717175887
334,port douglas,-16.4833,145.4667,22.41,87,32,2.07,AU,1717175887
335,balykchy,42.4557,76.1861,12.12,59,0,1.54,KG,1717175887
336,cobram,-35.9167,145.65,8.51,93,99,3.78,AU,1717175887
337,flying fish cove,-10.4217,105.6791,25.82,88,75,2.57,CX,1717175887
338,tirumullaivasal,11.2333,79.8333,31.26,71,9,5.27,IN,1717175887
339,limassol,34.675,33.0333,22.32,78,0,8.23,CY,1717175851
340,aldan,58.6031,125.3894,11.29,88,66,0.67,RU,1717175888
341,neelankarai,12.9455,80.2575,32.82,78,40,4.12,IN,1717175888
342,victoria,22.2855,114.1577,28.03,88,79,4.92,HK,1717175831
343,namtsy,62.7161,129.6658,18.36,53,83,5.19,RU,1717175888
344,guerrero negro,27.9769,-114.0611,18.15,68,81,6.95,MX,1717175888
345,merida,20.9667,-89.6167,37.01,45,75,5.81,MX,1717175647
346,opuwo,-18.0607,13.84,18.73,42,0,3.79,NA,1717175888
347,oriximina,-1.7656,-55.8661,28.74,79,5,0.5,BR,1717175889
348,lubang,13.8584,120.124,30.12,77,99,6.67,PH,1717175889
349,gebeit,21.0667,36.3167,29.99,20,6,4.65,SD,1717175889
350,kodinsk,58.6881,99.1844,8.02,99,100,2.41,RU,1717175889
351,alesund,62.4723,6.1549,16.51,82,75,5.66,NO,1717175889
352,vila franca do campo,37.7167,-25.4333,20.23,99,7,6.93,PT,1717175889
353,timmins,48.4669,-81.3331,24.9,29,20,2.57,CA,1717175817
354,vorgashor,67.5833,63.95,-2.33,87,100,5.69,RU,1717175890
355,poletayevo,55.0336,61.1138,14.9,82,64,1.9,RU,1717175890
356,willmar,45.1219,-95.0433,21.12,49,20,2.06,US,1717175890
357,ngetkib,7.3645,134.5148,27.14,89,75,0.0,PW,1717175890
358,tazovsky,67.4667,78.7,-1.33,97,100,8.95,RU,1717175890
359,robore,-18.3333,-59.75,31.05,45,6,0.0,BO,1717175890
360,coquimbo,-29.9533,-71.3436,13.85,82,20,2.06,CL,1717175765
361,taltal,-25.4,-70.4833,17.82,74,97,1.56,CL,1717175420
362,ta`u,-14.2336,-169.5144,28.05,75,100,13.11,AS,1717175891
363,illizi,26.4833,8.4667,39.89,12,43,5.21,DZ,1717175891
364,brasileia,-11.0161,-68.7481,29.25,58,20,1.54,BR,1717175891
365,miquelon,47.0975,-56.3814,15.0,93,63,2.11,PM,1717175891
366,metlili chaamba,32.2667,3.6333,35.52,12,0,4.12,DZ,1717175891
367,muynoq,43.7683,59.0214,21.97,40,13,4.89,UZ,1717175891
368,laboulaye,-34.1266,-63.3912,17.38,54,94,7.37,AR,1717175892
369,kavaratti,10.5669,72.642,29.5,82,79,7.81,IN,1717175892
370,parauapebas,-6.0675,-49.9022,32.99,58,20,2.06,BR,1717175892
371,saint-philippe,-21.3585,55.7679,21.77,82,59,5.05,RE,1717175892
372,barabai,-2.5833,115.3833,24.0,97,28,0.55,ID,1717175892
373,zmeinogorsk,51.1567,82.195,4.0,80,4,2.85,RU,1717175892
374,walvis bay,-22.9575,14.5053,16.53,72,2,5.14,NA,1717175892
375,horta,38.5333,-28.6333,16.12,89,75,4.63,PT,1717175653
376,ulsteinvik,62.3432,5.8487,16.5,79,25,1.34,NO,1717175893
377,cockburn town,21.4612,-71.1419,27.6,85,100,5.73,TC,1717175893
378,fortuna,40.5982,-124.1573,17.42,78,0,0.45,US,1717175893
379,bengkulu,-3.8004,102.2655,25.66,93,61,2.14,ID,1717175893
380,mahriz,31.5917,54.4318,33.28,13,16,4.02,IR,1717175893
381,longgang,37.6508,120.3286,16.75,66,31,1.78,CN,1717175893
382,belyy yar,53.6039,91.3903,5.94,70,0,0.0,RU,1717175893
383,gobabis,-22.45,18.9667,18.51,21,0,4.89,NA,1717175893
384,lander,42.833,-108.7307,16.55,53,0,4.12,US,1717175894
385,chandler,33.3062,-111.8412,35.23,17,0,0.45,US,1717175704
386,deridder,30.8463,-93.289,20.21,100,100,2.06,US,1717175894
387,kapshagay,43.8833,77.0833,18.91,35,4,1.4,KZ,1717175894
388,bamboo flat,11.7,92.7167,27.05,89,100,3.6,IN,1717175894
389,okhotsk,59.3833,143.3,4.68,80,5,3.3,RU,1717175894
390,la'ie,21.6477,-157.9253,25.98,81,88,3.13,US,1717175894
391,alofi,-19.0595,-169.9187,22.94,68,20,7.72,NU,1717175894
392,elele,5.1009,6.8141,26.64,84,98,1.91,NG,1717175895
393,buenaventura,3.8801,-77.0312,31.59,62,49,1.5,CO,1717175895
394,kavalerovo,44.2661,135.0572,8.0,99,100,1.79,RU,1717175895
395,sur,22.5667,59.5289,35.37,35,1,4.47,OM,1717175895
396,saldanha,-33.0117,17.9442,13.11,76,62,2.55,ZA,1717175895
397,las vegas,36.175,-115.1372,34.51,15,0,3.09,US,1717175888
398,laojunmiao,39.8333,97.7333,17.54,18,99,3.29,CN,1717175895
399,nizhneudinsk,54.9076,99.0276,8.09,88,100,5.62,RU,1717175896
400,callaway,30.153,-85.5699,33.84,54,0,5.66,US,1717175896
401,lorengau,-2.0226,147.2712,27.89,80,96,2.35,PG,1717175896
402,phang nga,8.4509,98.5298,26.02,95,100,1.05,TH,1717175896
403,balkashino,52.5167,68.7667,9.23,61,26,2.5,KZ,1717175896
404,galle,6.0367,80.217,28.02,85,83,5.92,LK,1717175896
405,leer,53.2316,7.461,17.3,90,97,4.79,DE,1717175896
406,nouadhibou,20.931,-17.0347,23.99,60,0,7.72,MR,1717175896
407,kamloops,50.6665,-120.3192,15.55,48,75,1.79,CA,1717175897
408,hirara,24.8,125.2833,27.15,94,75,3.09,JP,1717175897
409,tyukhtet,56.5389,89.3011,0.51,90,31,2.54,RU,1717175897
410,korhogo,9.45,-5.6333,35.46,36,33,3.7,CI,1717175897
411,wanxian,30.8039,108.3897,22.62,81,100,1.04,CN,1717175897
412,avanigadda,16.0215,80.9181,32.75,66,72,4.17,IN,1717175897
413,cabo san lucas,22.8909,-109.9124,33.67,47,20,2.68,MX,1717175897
414,imperatriz,-5.5264,-47.4917,34.03,49,40,4.63,BR,1717175643
415,yunmeng chengguanzhen,31.0625,113.7655,19.43,86,80,1.03,CN,1717175898
416,laguna,38.421,-121.4238,29.98,40,0,2.06,US,1717175898
417,abra pampa,-22.7205,-65.697,14.89,8,95,2.53,AR,1717175898
418,molteno,-31.3968,26.3625,12.07,51,100,0.42,ZA,1717175898
419,northam,51.0333,-4.2167,17.44,78,28,6.52,GB,1717175899
420,borba,-4.3878,-59.5939,31.09,63,26,0.69,BR,1717175899
421,chimore,-16.9833,-65.1333,27.83,45,22,1.62,BO,1717175899
422,port-cartier,50.0334,-66.8654,13.19,49,81,1.56,CA,1717175899
423,tokombere,11.2271,13.4858,37.85,25,93,2.34,NG,1717175899
424,binghamton,42.0987,-75.918,21.67,42,20,4.47,US,1717175899
425,menongue,-14.6585,17.691,19.9,35,72,2.34,AO,1717175899
426,hadibu,12.65,54.0333,29.06,77,99,3.68,YE,1717175899
427,sidi khaled,34.387,4.9879,35.92,15,75,4.4,DZ,1717175900
428,pandhana,21.7,76.2167,35.65,25,3,5.78,IN,1717175900
429,parkes,-33.1333,148.1833,9.08,97,9,2.75,AU,1717175900
430,kabalo,-6.05,26.9167,29.03,41,49,1.32,CD,1717175900
431,charters towers,-20.1,146.2667,16.51,94,61,1.76,AU,1717175900
432,sterling,39.0062,-77.4286,23.6,40,20,5.14,US,1717175818
433,carutapera,-1.195,-46.02,26.8,92,100,3.61,BR,1717175900
434,lame,10.4415,9.2396,32.4,38,77,3.31,NG,1717175900
435,sumbawa besar,-8.5,117.4333,23.48,93,47,1.76,ID,1717175901
436,petropavlovsk-kamchatsky,53.0452,158.6483,6.36,61,75,3.58,RU,1717175901
437,joaquin v. gonzalez,-25.0833,-64.1833,22.06,42,100,4.78,AR,1717175901
438,dingtao,35.0683,115.5625,23.2,42,100,5.48,CN,1717175901
439,cole harbour,44.6724,-63.4751,19.42,75,20,6.69,CA,1717175901
440,plastun,44.7561,136.2939,6.88,96,100,1.15,RU,1717175901
441,ryotsu-minato,38.0833,138.4333,14.84,94,73,2.23,JP,1717175901
442,nemuro,43.3236,145.575,6.73,84,100,4.8,JP,1717175902
443,lazaro cardenas,17.9583,-102.2,30.97,55,8,3.33,MX,1717175902
444,rundu,-17.9333,19.7667,19.96,25,0,1.73,NA,1717175902
445,kayes,14.0,-11.0,41.84,8,75,3.52,ML,1717175902
446,phillip island,-38.4835,145.231,11.38,77,69,6.62,AU,1717175902
447,honcho,35.6931,139.9833,19.49,82,100,1.96,JP,1717175902
448,albox,37.3886,-2.1495,25.74,66,34,5.2,ES,1717175903
449,sandnessjoen,66.0217,12.6316,17.29,82,75,3.09,NO,1717175903
450,vilyuysk,63.7553,121.6247,12.78,66,48,2.68,RU,1717175903
451,rock springs,41.5875,-109.2029,17.91,32,0,4.12,US,1717175903
452,talara,-4.5772,-81.2719,25.42,65,0,7.24,PE,1717175903
453,anatuya,-28.4606,-62.8347,22.83,40,61,4.12,AR,1717175903
454,antofagasta,-23.65,-70.4,17.6,74,33,3.36,CL,1717175820
455,troitsko-pechorsk,62.7084,56.1964,4.27,75,20,4.02,RU,1717175903
456,kasongo-lunda,-6.4667,16.8167,27.44,44,94,0.76,CD,1717175904
457,mount gambier,-37.8333,140.7667,6.68,92,22,0.79,AU,1717175904
458,chikola,43.1906,43.9209,21.47,89,63,2.73,RU,1717175904
459,isoka,-10.1606,32.6335,17.05,64,10,0.73,ZM,1717175904
460,puerto quijarro,-17.7833,-57.7667,33.5,24,3,1.86,BO,1717175904
461,ola,59.5833,151.2833,8.97,73,65,1.15,RU,1717175904
462,as sulayyil,20.4607,45.5779,39.14,8,21,2.64,SA,1717175904
463,tomatlan,19.9333,-105.25,34.09,33,38,2.97,MX,1717175904
464,dandeli,15.2667,74.6167,25.85,87,23,3.48,IN,1717175905
465,garissa,-0.4536,39.6401,28.02,55,57,8.52,KE,1717175905
466,edgewater,28.9889,-80.9023,33.4,51,20,6.69,US,1717175905
467,umm qasr,30.0405,47.9168,38.93,8,0,5.31,IQ,1717175905
468,hammerfest,70.6634,23.6821,8.25,93,40,5.66,NO,1717175656
469,soe,-9.8607,124.284,19.02,97,79,1.74,ID,1717175905
470,hinton,53.4001,-117.5857,11.89,29,59,5.92,CA,1717175902
471,celendin,-6.8703,-78.1517,23.29,43,18,1.52,PE,1717175906
472,les cayes,18.2,-73.75,30.86,60,93,5.26,HT,1717175906
473,pitimbu,-7.4706,-34.8086,29.33,69,24,6.51,BR,1717175906
474,cheremshan,54.6667,51.5,18.66,79,44,1.58,RU,1717175906
475,port saint john's,-31.6229,29.5448,18.93,79,87,3.86,ZA,1717175906
476,champerico,14.3,-91.9167,33.3,67,99,4.09,GT,1717175907
477,santa maria del oro,25.9333,-105.3667,29.32,12,2,2.04,MX,1717175907
478,mugia,43.1041,-9.2179,17.17,75,3,13.94,ES,1717175907
479,iquique,-20.2208,-70.1431,19.44,69,4,3.29,CL,1717175237
480,zhoucheng,35.9122,116.3117,19.88,50,80,2.38,CN,1717175907
481,odda,60.0691,6.5457,15.22,66,65,1.8,NO,1717175907
482,colonia general alfredo stroessner,-25.3667,-55.7,23.53,41,24,2.85,PY,1717175907
483,ontario,34.0633,-117.6509,29.8,74,100,2.06,US,1717175907
484,ananindeua,-1.3656,-48.3722,31.95,66,75,3.09,BR,1717175908
485,east london,-33.0153,27.9116,15.52,88,75,7.2,ZA,1717175707
486,grand-bassam,5.2118,-3.7388,29.98,74,100,3.95,CI,1717175908
487,shendi,16.6915,33.4341,40.2,8,28,4.99,SD,1717175908
488,seminole,28.7086,-81.2081,34.02,48,0,5.66,US,1717175908
489,arawa,-6.2132,155.5367,25.12,92,100,1.32,PG,1717175908
490,panaba,21.2833,-88.2667,38.12,30,0,5.38,MX,1717175909
491,karratha,-20.7377,116.8463,21.49,57,3,4.53,AU,1717175909
492,gilgit,35.9221,74.3087,16.53,56,100,0.6,PK,1717175909
493,newman,37.3138,-121.0208,29.02,35,3,2.68,US,1717175909
494,rongelap,11.1635,166.8941,27.53,79,99,3.97,MH,1717175909
495,gwadar,25.1216,62.3254,31.86,59,4,2.07,PK,1717175909
496,egilsstadir,65.2653,-14.3948,11.95,54,75,5.66,IS,1717175909
497,sisimiut,66.9395,-53.6735,0.88,65,15,1.96,GL,1717175910
498,porto barra do ivinheima,-22.9667,-53.6667,23.98,37,0,2.94,BR,1717175910
499,prince george,53.9166,-122.753,13.47,52,20,2.06,CA,1717175738
500,rio grande,-32.035,-52.0986,17.06,72,89,3.84,BR,1717175907
501,aleksandrov gay,50.147,48.5704,25.55,29,82,4.64,RU,1717175910
502,puerto san jose,13.9256,-90.8244,30.46,68,94,3.81,GT,1717175910
503,mariinsk,56.2139,87.7472,1.85,72,18,1.79,RU,1717175910
504,tilcara,-23.5776,-65.3509,17.94,7,100,3.17,AR,1717175911
505,wichita falls,33.9137,-98.4934,27.07,57,0,3.6,US,1717175911
506,santa marta,11.2408,-74.199,33.03,66,20,3.6,CO,1717175911
507,sarangani,5.4033,125.4636,29.13,79,45,9.14,PH,1717175911
508,callao,-12.0667,-77.15,21.34,88,100,4.12,PE,1717175673
509,wabag,-5.4781,143.7021,12.4,98,82,1.06,PG,1717175911
510,nadi,-17.8,177.4167,23.0,78,75,1.54,FJ,1717175705
511,huarmey,-10.0681,-78.1522,21.62,69,33,3.69,PE,1717175505
512,zuya,45.0531,34.3154,16.71,66,12,2.79,UA,1717175912
513,qandala,11.472,49.8728,31.67,63,68,1.23,SO,1717175912
514,'ain el hadjar,34.7585,0.1453,25.63,30,98,1.31,DZ,1717175912
515,agapovka,53.2973,59.1348,16.56,66,86,2.26,RU,1717175912
516,sinop,41.7711,34.8709,14.37,85,100,4.44,TR,1717175912
517,litomerice,50.5335,14.1318,16.52,89,100,3.79,CZ,1717175912
518,pacific grove,36.6177,-121.9166,20.21,82,0,3.58,US,1717175684
519,whakatane,-37.9585,176.9854,12.1,96,24,0.45,NZ,1717175913
520,igrim,63.1906,64.4162,2.69,68,64,2.3,RU,1717175913
521,raduzhny,62.0961,77.475,0.24,98,100,1.73,RU,1717175913
522,novyy urgal,51.0736,132.5642,8.22,54,4,1.13,RU,1717175913
523,thinadhoo,0.5333,72.9333,29.15,82,57,8.26,MV,1717175913
524,tobol'sk,58.2,68.2667,8.67,58,99,2.68,RU,1717175640
525,krusevac,43.58,21.3339,23.2,59,99,5.55,RS,1717175913
526,kondopoga,62.2057,34.2614,22.82,59,81,1.59,RU,1717175913
527,port isabel,26.0734,-97.2086,33.04,76,75,8.75,US,1717175821
528,ponta delgada,37.7333,-25.6667,20.4,83,20,5.66,PT,1717175914
529,la passe,45.5549,-0.8967,17.21,78,33,5.93,FR,1717175914
530,sungai penuh,-2.0833,101.3833,19.66,94,100,1.41,ID,1717175914
531,guarapari,-20.6667,-40.4975,23.07,64,0,5.28,BR,1717175914
532,sept-iles,50.2001,-66.3821,13.36,58,75,6.69,CA,1717175915
533,awjilah,29.1081,21.2869,37.64,10,0,3.45,LY,1717175915
534,aral,40.5156,81.2636,23.9,28,76,1.52,CN,1717175915
535,gisborne,-38.6533,178.0042,9.96,73,6,4.08,NZ,1717175915
536,ciudad lazaro cardenas,17.9583,-102.2,30.97,55,8,3.33,MX,1717175902
537,salida,37.7058,-121.0849,29.45,35,0,4.12,US,1717175915
538,gulf shores,30.246,-87.7008,32.43,61,0,6.69,US,1717175915
539,aktau,43.65,51.2,26.32,30,70,4.45,KZ,1717175916
540,ternate,0.8,127.4,27.39,80,100,0.95,ID,1717175916
541,yemva,62.59,50.8594,13.88,52,13,3.17,RU,1717175916
542,tsiombe,-25.3,45.4833,19.47,80,0,2.65,MG,1717175916
543,wagar,16.1525,36.2032,37.0,13,100,7.37,SD,1717175916
544,karaton,-6.3424,106.1045,23.25,99,85,0.33,ID,1717175916
545,yinchuan,38.4681,106.2731,22.85,23,66,0.85,CN,1717175916
546,san martin,-33.081,-68.4681,16.3,35,5,3.65,AR,1717175705
547,bogale,16.2833,95.4,27.38,89,40,2.71,MM,1717175917
548,acapulco de juarez,16.8634,-99.8901,30.9,70,20,4.63,MX,1717175727
549,lionel town,17.8101,-77.2406,33.83,55,97,6.25,JM,1717175917
550,copala,16.65,-98.9833,32.0,51,97,3.72,MX,1717175917
551,hami,42.8,93.45,25.46,14,100,9.96,CN,1717175634
552,miramichi,47.0043,-65.4654,12.45,50,66,3.95,CA,1717175917
553,kulhudhuffushi,6.6221,73.07,28.77,83,92,8.56,MV,1717175917
554,castillos,-34.1667,-53.8333,14.87,70,99,2.86,UY,1717175917
555,vrangel',42.7297,133.0839,9.29,94,100,4.26,RU,1717175918
556,lata,40.1629,-8.3327,29.49,37,2,4.47,PT,1717175918
557,saint-leu,-21.15,55.2833,22.46,73,49,2.42,RE,1717175918
